folio,fecha_creacion,hora_creacion,dia_semana,fecha_cierre,hora_cierre,tipo_incidente_c4,incidente_c4,alcaldia_inicio,codigo_cierre,clas_con_f_alarma,tipo_entrada,alcaldia_cierre,alcaldia_catalogo,colonia_catalogo,longitud,latitud
C5/20220123/01672,23/01/22,7:49:05,Domingo,23/01/22,10:55:45,Accidente,Ciclista,CUAJIMALPA DE MORELOS,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAJIMALPA DE MORELOS,Cuajimalpa de Morelos,El Yaqui,-99.27359786,19.36532925
C5/20220123/01731,23/01/22,8:19:27,Domingo,23/01/22,11:25:45,Accidente,Ciclista,CUAJIMALPA DE MORELOS,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAJIMALPA DE MORELOS,Cuajimalpa de Morelos,Santa Fe Cuajimalpa,-99.27556,19.3584
C5/20220123/01819,23/01/22,9:12:26,Domingo,23/01/22,12:15:45,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,RADIO,GUSTAVO A. MADERO,Gustavo A. Madero,Industrial,-99.123752,19.468063
C5/20220123/02072,23/01/22,11:06:46,Domingo,23/01/22,14:15:45,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Central De Abasto,-99.10094,19.3685
C5/20220123/02114,23/01/22,11:24:40,Domingo,23/01/22,13:41:27,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,Miguel Hidalgo,Bosque De Chapultepec I Seccion,-99.18617018,19.42477882
C5/20220123/02146,23/01/22,11:35:22,Domingo,23/01/22,15:44:22,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Verano,-99.20083908,19.26657896
C5/20220123/02198,23/01/22,11:51:38,Domingo,23/01/22,14:55:47,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Primavera,-99.202309,19.265212
C5/20220123/02201,23/01/22,11:51:16,Domingo,23/01/22,14:55:47,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Primavera,-99.2007,19.26661
C5/20220123/02220,23/01/22,11:56:31,Domingo,23/01/22,15:05:46,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,NA,-99.20231725,19.26514314
C5/20220123/02221,23/01/22,11:57:12,Domingo,23/01/22,15:05:46,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Primavera,-99.200563,19.26670208
C5/20220123/02431,23/01/22,13:01:29,Domingo,23/01/22,16:05:47,Accidente,Ciclista,TLALPAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pueblo Chimalcoyotl,-99.166045,19.275936
C5/20220123/02432,23/01/22,13:02:28,Domingo,23/01/22,16:05:47,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Sur,-99.169774,19.402096
C5/20220123/02527,23/01/22,13:32:29,Domingo,23/01/22,16:35:47,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pedregal De San Nicolas 4a Seccion,-99.233876,19.282573
C5/20220123/02688,23/01/22,14:10:27,Domingo,23/01/22,17:15:48,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Panteon Civil De Dolores,-99.21061,19.4098
C5/20220123/03180,23/01/22,16:24:43,Domingo,23/01/22,19:25:48,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Norte,-99.164143,19.417399
C5/20220123/03261,23/01/22,16:42:31,Domingo,23/01/22,19:45:48,Accidente,Ciclista,ALVARO OBREGON,A,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Molino De Rosas,-99.199531,19.371862
C5/20220123/03262,23/01/22,16:42:53,Domingo,23/01/22,19:55:45,Accidente,Ciclista,ALVARO OBREGON,D,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Molino De Rosas,-99.199531,19.371862
C5/20220123/03365,23/01/22,17:07:52,Domingo,23/01/22,20:15:46,Accidente,Ciclista,ALVARO OBREGON,D,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Molino De Rosas,-99.199531,19.371862
C5/20220123/03450,23/01/22,17:20:38,Domingo,23/01/22,20:42:53,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Claveria,-99.179307,19.464964
C5/20220123/04326,23/01/22,20:30:12,Domingo,23/01/22,23:35:48,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Doctores,-99.154836,19.411149
C5/20220123/04331,23/01/22,20:30:54,Domingo,23/01/22,23:35:49,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Doctores,-99.154836,19.411149
C5/20220124/00896,24/01/22,8:42:59,Lunes,24/01/22,12:31:20,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Doctores,-99.153658,19.425851
C5/20220124/01096,24/01/22,10:05:43,Lunes,24/01/22,14:25:47,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Obrera,-99.137337,19.409959
C5/20220124/01590,24/01/22,13:03:11,Lunes,24/01/22,16:05:49,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pueblo Santo Tomas Ajusco,-99.201197,19.216837
C5/20220124/02769,24/01/22,19:01:09,Lunes,24/01/22,22:05:48,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Moctezuma 1a Seccion,-99.106713,19.43151
C5/20220124/02817,24/01/22,19:19:08,Lunes,24/01/22,22:25:48,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,Miguel Hidalgo,Lomas De Chapultepec Ii Seccion,-99.216946,19.428543
C5/20220125/00245,25/01/22,2:42:04,Martes,25/01/22,6:15:48,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,RADIO,CUAUHTEMOC,Cuauhtémoc,Roma Sur,-99.167254,19.409313
C5/20220125/01228,25/01/22,12:31:49,Martes,25/01/22,15:35:51,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Narvarte Poniente,-99.154531,19.395716
C5/20220125/01438,25/01/22,13:39:56,Martes,25/01/22,16:45:53,Accidente,Ciclista,IZTACALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,Iztacalco,Barrio San Francisco Xicaltongo,-99.123936,19.397981
C5/20220125/01489,25/01/22,13:52:05,Martes,25/01/22,16:55:53,Accidente,Ciclista,IZTACALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,Iztacalco,Barrio San Francisco Xicaltongo,-99.123496,19.396304
C5/20220125/01511,25/01/22,13:57:40,Martes,25/01/22,17:05:53,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Nueva El Rosario,-99.18454,19.49808
C5/20220125/02004,25/01/22,16:26:30,Martes,25/01/22,19:55:51,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Narvarte Poniente,-99.159259,19.400341
C5/20220125/03511,25/01/22,23:10:55,Martes,26/01/22,2:15:54,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Barrio Nextengo,-99.189277,19.474655
C5/20220126/00096,26/01/22,0:31:28,Miércoles,26/01/22,3:35:53,Accidente,Ciclista,AZCAPOTZALCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Barrio Nextengo,-99.189277,19.474655
C5/20220126/00144,26/01/22,0:56:59,Miércoles,26/01/22,4:25:51,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Nonoalco Tlatelolco,-99.145778,19.452463
C5/20220126/00224,26/01/22,1:48:14,Miércoles,26/01/22,4:55:52,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Nonoalco Tlatelolco,-99.143635,19.451821
C5/20220126/00625,26/01/22,9:02:41,Miércoles,26/01/22,12:05:55,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Hipodromo,-99.16620866,19.41525817
C5/20220126/01193,26/01/22,12:18:34,Miércoles,26/01/22,15:25:57,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Jamaica,-99.1220141,19.40906099
C5/20220126/02314,26/01/22,17:21:43,Miércoles,26/01/22,20:35:58,Accidente,Ciclista,TLAHUAC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,La Estacion,-99.04175,19.31165
C5/20220126/02693,26/01/22,19:12:38,Miércoles,26/01/22,22:16:00,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Napoles,-99.178939,19.391498
C5/20220126/03293,26/01/22,21:40:15,Miércoles,27/01/22,0:45:59,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Barrio Del Niño Jesus,-99.157371,19.342784
C5/20220127/00464,27/01/22,5:44:34,Jueves,27/01/22,8:55:59,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,La Joya,-99.16450019,19.27889348
C5/20220127/00492,27/01/22,6:31:37,Jueves,27/01/22,11:15:59,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.139412,19.426476
C5/20220127/03363,27/01/22,22:06:22,Jueves,28/01/22,2:34:12,Accidente,Ciclista,MILPA ALTA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MILPA ALTA,Milpa Alta,NA,-99.026132,19.185531
C5/20220127/03366,27/01/22,22:08:09,Jueves,28/01/22,1:16:02,Accidente,Ciclista,MILPA ALTA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,MILPA ALTA,Milpa Alta,Barrio La Luz,-99.025747,19.186245
C5/20220128/01022,28/01/22,10:11:17,Viernes,28/01/22,14:34:08,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Zona Centro,-99.125183,19.428319
C5/20220128/01485,28/01/22,12:52:23,Viernes,28/01/22,15:56:06,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Jardin Balbuena,-99.10855,19.413222
C5/20220128/02314,28/01/22,16:56:52,Viernes,28/01/22,20:06:06,Accidente,Ciclista,TLAHUAC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,La Nopalera,-99.053712,19.294542
C5/20220128/02340,28/01/22,17:05:48,Viernes,28/01/22,21:06:06,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.137846,19.426347
C5/20220128/02620,28/01/22,18:20:03,Viernes,28/01/22,21:26:08,Accidente,Ciclista,IZTAPALAPA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Guadalupe Del Moral,-99.080195,19.371637
C5/20220128/02820,28/01/22,19:04:26,Viernes,28/01/22,22:16:06,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,San Rafael,-99.161581,19.434815
C5/20220128/03311,28/01/22,20:50:47,Viernes,28/01/22,23:56:08,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Ampliacion Ricardo Flores Magon,-99.100434,19.353205
C5/20220128/03314,28/01/22,20:51:18,Viernes,28/01/22,23:56:08,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Ampliacion Ricardo Flores Magon,-99.100434,19.353205
C5/20220129/01492,29/01/22,11:12:48,Sábado,29/01/22,14:16:10,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Del Valle Norte,-99.17096,19.398374
C5/20220129/01571,29/01/22,11:36:21,Sábado,29/01/22,14:46:09,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Santa Cruz Atoyac,-99.159492,19.370764
C5/20220129/02710,29/01/22,16:40:15,Sábado,29/01/22,19:46:10,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,REDES,CUAUHTEMOC,Cuauhtémoc,Juarez,-99.161092,19.427904
C2O/20220130/00075,30/01/22,9:49:26,Domingo,30/01/22,12:56:10,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,IZTAPALAPA,Iztapalapa,Parque Nacional Cerro De La Estrella,-99.09173,19.34835
C5/20220130/02144,30/01/22,9:02:53,Domingo,30/01/22,12:06:11,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,RADIO,CUAUHTEMOC,Cuauhtémoc,Cuauhtemoc,-99.15976369,19.43092694
C5/20220130/02249,30/01/22,9:49:17,Domingo,30/01/22,12:56:11,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Parque Nacional Cerro De La Estrella,-99.09043,19.343869
C5/20220130/02365,30/01/22,10:30:46,Domingo,30/01/22,13:36:11,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Álvaro Obregón,Acacias,-99.173708,19.36109
C5/20220130/02792,30/01/22,12:46:18,Domingo,30/01/22,15:56:09,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Acacias,-99.17444239,19.36216398
C5/20220130/03087,30/01/22,14:02:18,Domingo,30/01/22,17:16:11,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Actipan,-99.180867,19.367836
C5/20220130/03148,30/01/22,14:20:28,Domingo,30/01/22,17:26:12,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Real Del Moral,-99.081962,19.388391
C5/20220130/03246,30/01/22,14:48:31,Domingo,30/01/22,17:56:10,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Insurgentes Mixcoac,-99.18212,19.36926
C5/20220130/03379,30/01/22,15:26:21,Domingo,30/01/22,18:36:10,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Anahuac I Seccion,-99.181878,19.451151
C5/20220130/03420,30/01/22,15:38:11,Domingo,30/01/22,18:46:10,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,RADIO,IZTAPALAPA,Iztapalapa,Real Del Moral,-99.081962,19.388391
C5/20220130/04049,30/01/22,18:09:41,Domingo,30/01/22,21:16:11,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Barrio San Ignacio,-99.09877073,19.36598569
C5/20220130/04527,30/01/22,19:52:16,Domingo,30/01/22,23:37:44,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Culhuacan Ctm Seccion Vi,-99.11426,19.32349
C5/20220130/04848,30/01/22,23:00:53,Domingo,31/01/22,2:06:14,Accidente,Ciclista,XOCHIMILCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Barrio San Diego,-99.10079214,19.2633919
C5/20220131/01907,31/01/22,13:23:44,Lunes,31/01/22,16:26:12,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Pueblo La Candelaria,-99.146214,19.333696
C5/20220131/03209,31/01/22,19:36:43,Lunes,31/01/22,22:46:10,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Del Valle Sur,-99.16947,19.37158
C5/20220201/01701,01/02/22,14:45:53,Martes,01/02/22,17:56:14,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Buenos Aires,-99.15374313,19.40409627
C5/20220201/01772,01/02/22,15:10:34,Martes,01/02/22,18:16:15,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ex Ejido San Pablo Tepetlapa,-99.125005,19.321778
C5/20220201/01057,01/02/22,11:35:00,Martes,01/02/22,14:36:14,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pueblo San Lorenzo Huipulco,-99.152845,19.29186
C5/20220201/00886,01/02/22,10:27:33,Martes,01/02/22,13:36:14,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Tlalpan,Haciendas De Coyoacan,-99.113652,19.300677
C5/20220131/03619,31/01/22,21:32:33,Lunes,01/02/22,0:36:14,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Doctores,-99.152581,19.425731
C5/20220131/03574,31/01/22,21:18:21,Lunes,01/02/22,0:26:12,Accidente,Ciclista,MIGUEL HIDALGO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Bosque De Chapultepec I Seccion,-99.175603,19.423112
C5/20220201/01571,01/02/22,14:06:19,Martes,01/02/22,17:16:13,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Pueblo San Juan De Aragon,-99.08398462,19.46948489
C5/20220202/03012,02/02/22,19:26:46,Miércoles,02/02/22,22:36:19,Accidente,Ciclista,IZTACALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,Iztacalco,Granjas Mexico,-99.0979458,19.40280534
C5/20220202/03033,02/02/22,19:33:07,Miércoles,02/02/22,22:36:20,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Sur,-99.167771,19.408135
C5/20220202/01846,02/02/22,14:38:55,Miércoles,02/02/22,17:46:17,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Hipodromo,-99.172487,19.408598
C5/20220202/00817,02/02/22,9:45:01,Miércoles,02/02/22,12:46:17,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Los Cipreses,-99.12459,19.318632
C5/20220202/00631,02/02/22,8:21:21,Miércoles,02/02/22,11:30:05,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Unidad Santa Cruz Meyehualco,-99.040507,19.355388
C5/20220202/01849,02/02/22,14:38:56,Miércoles,02/02/22,17:46:17,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Hipodromo,-99.172444,19.408433
C5/20220202/02250,02/02/22,16:24:25,Miércoles,02/02/22,19:26:18,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,RADIO,COYOACAN,Coyoacán,Ajusco,-99.1654518,19.31257724
C5/20220202/03006,02/02/22,19:27:32,Miércoles,02/02/22,22:36:18,Accidente,Ciclista,IZTACALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,Iztacalco,Granjas Mexico,-99.098007,19.402811
C5/20220203/00720,03/02/22,8:06:30,Jueves,03/02/22,11:16:16,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Leyes De Reforma 3a Seccion,-99.070376,19.379313
C5/20220203/00681,03/02/22,7:39:02,Jueves,03/02/22,9:40:04,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Pueblo Santa Barbara,-99.17955891,19.50263037
C5/20220203/01965,03/02/22,14:52:23,Jueves,03/02/22,17:56:21,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,RADIO,TLALPAN,Tlalpan,Residencial Villa Coapa,-99.11762494,19.29402555
C5/20220203/01684,03/02/22,13:33:34,Jueves,03/02/22,16:56:21,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Miguel Hidalgo,Legaria,-99.19275884,19.45597684
C5/20220203/01742,03/02/22,13:50:55,Jueves,03/02/22,19:16:54,Accidente,Ciclista,XOCHIMILCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Barrio Xaltocan,-99.09937489,19.25101529
C5/20220203/02937,03/02/22,19:07:26,Jueves,03/02/22,22:16:19,Accidente,Ciclista,TLALPAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,2 De Octubre,-99.22941,19.27214
C5/20220203/03523,03/02/22,21:24:38,Jueves,04/02/22,0:36:20,Accidente,Ciclista,XOCHIMILCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Tablas De San Lorenzo,-99.10235,19.2458
C2O/20220204/00099,04/02/22,14:14:31,Viernes,04/02/22,17:26:19,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,IZTAPALAPA,Iztapalapa,Lomas De Sta Cruz,-99.03418,19.33167
C5/20220204/01914,04/02/22,14:14:03,Viernes,04/02/22,17:16:23,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Lomas De Sta Cruz,-99.03426633,19.33160598
C5/20220204/03373,04/02/22,20:00:08,Viernes,04/02/22,23:06:22,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Guerrero,-99.140962,19.442151
C5/20220204/03636,04/02/22,20:53:44,Viernes,04/02/22,23:56:23,Accidente,Ciclista,IZTAPALAPA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Paraje San Juan,-99.069113,19.340111
C5/20220204/03310,04/02/22,19:46:02,Viernes,04/02/22,22:56:20,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Guerrero,-99.141357,19.442268
C5/20220204/02611,04/02/22,17:10:45,Viernes,04/02/22,20:16:21,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Portales Norte,-99.145526,19.367272
C5/20220205/01641,05/02/22,9:50:48,Sábado,05/02/22,12:56:22,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Hipodromo,-99.1696838,19.4112791
C5/20220205/01621,05/02/22,9:44:24,Sábado,05/02/22,12:46:23,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Norte,-99.165973,19.413696
C5/20220205/02373,05/02/22,13:31:38,Sábado,05/02/22,14:40:43,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,Miguel Hidalgo,Granada,-99.20053953,19.44135379
C5/20220205/01680,05/02/22,10:01:13,Sábado,05/02/22,13:06:22,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Hipodromo,-99.16974482,19.41126402
C5/20220205/03581,05/02/22,18:08:00,Sábado,05/02/22,21:16:23,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Culhuacan Ctm Seccion Ix-B,-99.100693,19.315334
C5/20220205/00455,05/02/22,1:29:50,Sábado,05/02/22,4:36:21,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Pueblo San Pedro Xalpa,-99.2089287,19.4851237
C5/20220204/03937,04/02/22,21:52:46,Viernes,05/02/22,0:56:22,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,San Simon Tolnahuac,-99.1448495,19.456329
